true_stress	true_strain
118399640	0.07241418212652206
118486704	0.07250960916280746
118725040	0.07260502129793167
118887640	0.07270042598247528
118898984	0.07279583066701889
118910320	0.07289121299982071
119073136	0.07298659533262253
119160144	0.07308197021484375
119323008	0.07317733019590378
119485728	0.07327267527580261
119421440	0.07336802035570145
119508520	0.07346335798501968
119671464	0.07355868816375732
119682872	0.07365399599075317
119769984	0.07374930381774902
119932840	0.07384460419416428
120020152	0.07393988966941833
120031584	0.0740351676940918
120118768	0.07413043826818466
120054456	0.07422570139169693
120141656	0.074320949614048
120456304	0.07441619783639908
120392008	0.07451143115758896
120403472	0.07460665702819824
120339144	0.07470186799764633
120426400	0.07479707896709442
120513664	0.07489228248596191
120676904	0.07498746365308762
120612416	0.07508264482021332
120548080	0.07517781853675842
120635376	0.07527297735214233
120571024	0.07536813616752625
120886016	0.07546328008174896
120973528	0.07555840909481049
120909016	0.07565353065729141
120844656	0.07574865221977234
121008048	0.07584376633167267
121247192	0.07593885809183121
121258728	0.07603394240140915
121422184	0.07612902671098709
121433728	0.07622409611940384
121445272	0.07631915807723999
121684720	0.07641421258449554
121696280	0.0765092596411705
121631920	0.07660429179668427
121871288	0.07669931650161743
121958976	0.0767943412065506
122046512	0.07688934355974197
122210176	0.07698433846235275
122221792	0.07707933336496353
122309368	0.07717430591583252
122549072	0.0772692859172821
122636696	0.0773642510175705
122724344	0.07745920121669769
122735992	0.07755414396524429
122747648	0.0776490792632103
122911480	0.0777440145611763
123075192	0.07783892750740051
123163056	0.07793383300304413
123174744	0.07802873104810715
123186432	0.07812362164258957
123350232	0.07821851223707199
123361936	0.07831338047981262
123449696	0.07840824127197266
123537648	0.07850309461355209
123473120	0.07859794050455093
123637168	0.07869278639554977
123572800	0.07878760993480682
123660616	0.07888242602348328
123748440	0.07897723466157913
123684064	0.07907203584909439
123695792	0.07916683703660965
123783640	0.07926161587238312
123795368	0.07935638725757599
123807104	0.07945115119218826
123818832	0.07954590022563934
124135368	0.07964065670967102
124223448	0.07973539084196091
124235216	0.0798301175236702
124246984	0.07992483675479889
124182416	0.08001954853534698
124422920	0.08011426031589508
124663464	0.08020894974470139
124675264	0.08030363172292709
124687072	0.0803983062505722
124775096	0.08049296587705612
124863304	0.08058763295412064
125027592	0.08068227767944336
125192080	0.08077692240476608
125203920	0.08087154477834702
125215768	0.08096616715192795
125380144	0.08106078207492828
125544720	0.08115538954734802
125709168	0.08124998211860657
125797496	0.08134456723928452
125732944	0.08143913745880127
125897608	0.08153370767831802
126062280	0.08162827044725418
126074200	0.08172281831502914
126086120	0.08181735873222351
126250704	0.08191189169883728
126338976	0.08200641721487045
126427432	0.08210093528032303
126439376	0.08219543099403381
126451328	0.0822899267077446
126463280	0.08238441497087479
126704512	0.08247890323400497
126716480	0.08257336169481277
126728448	0.08266782760620117
126740416	0.08276227116584778
126752392	0.08285671472549438
126840768	0.08295115828514099
127005592	0.08304557949304581
126941144	0.08313999325037003
126876704	0.08323439955711365
126888680	0.08332879841327667
126824216	0.0834231898188591
127142160	0.08351756632328033
127307088	0.08361194282770157
127166152	0.08370630443096161
127101528	0.08380065113306046
127266632	0.0838950052857399
127431784	0.08398933708667755
127520296	0.0840836688876152
127685344	0.08417797833681107
127697384	0.08427228778600693
127632912	0.08436659723520279
127874688	0.08446088433265686
127963272	0.08455516397953033
128052040	0.08464943617582321
128217208	0.08474370092153549
128229288	0.08483795821666718
128317936	0.08493220806121826
128483328	0.08502644300460815
128495440	0.08512067049741745
128584136	0.08521489053964615
128749584	0.08530911058187485
128914920	0.08540330827236176
129003824	0.08549749851226807
129092592	0.08559168130159378
129028120	0.0856858566403389
129193536	0.08578002452850342
129435768	0.08587418496608734
129447952	0.08596833795309067
129460136	0.0860624685883522
129625800	0.08615660667419434
129638000	0.08625072985887527
129650208	0.08634484559297562
129815752	0.08643894642591476
129827968	0.08653303980827332
129840184	0.08662713319063187
129929112	0.08672121167182922
129864616	0.08681528270244598
129953560	0.08690933883190155
130119376	0.08700339496135712
130054888	0.08709742873907089
130143848	0.08719146996736526
130156088	0.08728549629449844
130168320	0.08737950772047043
130103808	0.08747351914644241
130192800	0.0875675156712532
130358744	0.087661512196064
130370992	0.087755486369133
130460032	0.087849460542202
130241752	0.0879434272646904
130407752	0.08803737163543701
130727400	0.08813132345676422
130893312	0.08822526037693024
130905600	0.08831918984651566
130841072	0.08841310441493988
130853360	0.08850701898336411
131096336	0.08860092610120773
131339360	0.08869481086730957
131428552	0.08878869563341141
131286992	0.08888257294893265
131376352	0.08897643536329269
131465568	0.08907029777765274
131708728	0.08916414529085159
131951928	0.08925798535346985
131964312	0.08935181051492691
131899632	0.08944563567638397
132066000	0.08953945338726044
132232232	0.0896332636475563
132321728	0.08972705155611038
132488008	0.08982083946466446
132577544	0.08991461992263794
132589976	0.09000839293003082
132756328	0.09010215103626251
132768768	0.0901959016919136
132858200	0.0902896448969841
132947792	0.0903833732008934
133114232	0.0904771089553833
133126712	0.09057082235813141
133216344	0.09066452831029892
133151664	0.09075822681188583
133241312	0.09085191786289215
133407848	0.09094560891389847
133420344	0.09103927761316299
133432840	0.09113293886184692
133445336	0.09122659265995026
133380776	0.09132023900747299
133547392	0.09141388535499573
133637128	0.09150750935077667
133726712	0.09160112589597702
133584904	0.09169474244117737
133520320	0.09178834408521652
133609912	0.09188194572925568
133776792	0.09197552502155304
134020800	0.09206909686326981
133956224	0.09216266870498657
133659928	0.09225622564554214
134058424	0.09234977513551712
134225232	0.0924433171749115
